1.802696888767691963e-01,1.000000000000000000e+00,6.676249471641135802e-01
1.947524148762458385e-02,1.000000000000000000e+00,6.212493703969467207e-01
4.632185264983446071e-01,1.000000000000000000e+00,7.028797744795906022e-01
7.249339291921478301e-01,1.000000000000000000e+00,7.164204766248258860e-01
4.202036045877274306e-01,1.000000000000000000e+00,6.847809506716624472e-01
4.854270981677824004e-01,1.000000000000000000e+00,6.905425322676617128e-01
1.278081459060864677e-02,1.000000000000000000e+00,6.279639913060539591e-01
4.873716073198716137e-01,1.000000000000000000e+00,6.976846488440605620e-01
9.418066523433661352e-01,1.000000000000000000e+00,7.361982679965870524e-01
8.507950893767787237e-01,1.000000000000000000e+00,7.137856914656213192e-01
7.299644702208185620e-01,1.000000000000000000e+00,7.214660107428159108e-01
1.087360718689749373e-01,1.000000000000000000e+00,6.130280040771085570e-01
8.939041702850811788e-01,1.000000000000000000e+00,7.485774259287234500e-01
8.571542470728296115e-01,1.000000000000000000e+00,7.297528836226395699e-01
1.650866175952271364e-01,1.000000000000000000e+00,6.586978861581758160e-01
6.323340138234960772e-01,1.000000000000000000e+00,6.993566288876111869e-01
2.048361279123267487e-02,1.000000000000000000e+00,6.102031256003138671e-01
1.167372687800162234e-01,1.000000000000000000e+00,6.553674525065642520e-01
3.163673116125403917e-01,1.000000000000000000e+00,6.785505444735183689e-01
1.579123066749369420e-01,1.000000000000000000e+00,6.615149726054936341e-01
7.589795881605053696e-01,1.000000000000000000e+00,7.371303137383242721e-01
8.182753578641435155e-01,1.000000000000000000e+00,7.357901907324206903e-01
3.446244909592174333e-01,1.000000000000000000e+00,6.651328817511116265e-01
3.187987968624336199e-01,1.000000000000000000e+00,6.710969728693771952e-01
1.116612319946603815e-01,1.000000000000000000e+00,6.368984592505442244e-01
8.395314332205705554e-02,1.000000000000000000e+00,6.328574231365633462e-01
7.127259356888429043e-01,1.000000000000000000e+00,6.997955563487467945e-01
5.995433962576555142e-01,1.000000000000000000e+00,6.901627658832623080e-01
