62.74518723,424.7299005,2249.139977,1047.467603
111.108877,223.0296026,1337.365767,779.6093338
48.0704072,220.357823,1197.929929,584.8110286
34.22131341,363.7927093,1887.406173,837.8061829
37.90845847,143.9240726,795.4372801,410.303636
107.1003923,254.1361628,1484.881599,835.0060521
66.75233467,273.6170561,1501.58995,754.828168
61.4647,352.2258452,1884.058626,888.1746756
59.73464479,186.23587,1050.64864,556.2693463
93.09755089,232.4693965,1348.542084,748.6923747
14.62006677,209.321946,1075.849864,471.6170514
12.07409785,331.6809813,1682.553102,706.1545392
25.15269043,192.3650202,1012.130482,464.223764
47.20874255,314.9585926,1669.210448,785.9820267
55.67655347,307.3331709,1648.018961,790.5657876
66.05237004,242.9232697,1346.721089,693.5066595
47.20979028,289.4868126,1541.853643,727.3549834
101.4347855,107.8529734,742.1344379,522.6589629
53.07283872,364.0855979,1926.573667,887.2889148
86.66977794,346.8625174,1907.652143,957.7342915
12.27400137,238.4667102,1216.881554,514.8229044
79.49477913,146.2928531,890.4538236,535.5671083
70.12599317,260.8915673,1444.709823,737.6220828
85.94421947,438.1625198,2362.701038,1130.664592
74.68346478,327.9553111,1789.143485,885.9951277
70.35941373,255.7704951,1419.571303,724.1082482
90.8583958,439.6456443,2379.945013,1157.822341
85.13700527,310.121551,1720.881765,876.2271393
83.85146726,272.4520466,1529.963168,802.7477974
86.79157532,300.6193351,1676.679826,870.1487082
82.28499736,402.9921407,2179.530698,1058.143569
90.57265654,262.4467642,1493.379134,801.1873582
5.031327196,436.3926612,2192.025961,893.2220157
25.70783001,147.0590251,786.7107856,371.883514
58.38867178,194.3687467,1088.621077,579.4473476
102.0598212,258.1351028,1494.795156,826.1703348
112.9725282,343.1618287,1941.7542,1024.856346
96.8184556,295.6339256,1671.806539,893.3899559
36.97509951,212.4214139,1136.057268,549.472272
62.33524791,319.9244079,1724.292535,831.0915256
106.0824584,189.82235,1161.276667,702.610386
66.98849699,354.6888029,1907.421009,915.1408943
1.696053711,206.0375111,1033.579663,417.7458902
40.55846448,97.81713502,570.202604,327.9271099
45.10637344,246.4227362,1322.326428,627.7728885
95.14581581,329.2517587,1836.550425,942.7729691
133.0397014,432.9445591,2430.802198,1266.00619
72.28063857,350.1312463,1895.217509,924.6070932
105.7457634,143.4840332,928.9116927,614.6743884
99.26374181,238.0694094,1388.874531,777.2599807
84.95874,292.6305249,1633.070104,841.382047
90.83739117,268.8804163,1526.076864,830.8372004
69.74942208,343.6177314,1857.587501,904.8025663
30.96899939,352.5033572,1824.454785,798.2115577
48.63388181,334.2691179,1768.613353,819.3868847
79.6129802,393.0903299,2124.67761,1027.053106
18.85973948,268.002679,1377.732874,600.3928275
69.61821886,408.7411564,2182.94222,1036.746804
69.34625304,273.044825,1503.916631,761.6697273
77.18307305,164.1718806,975.2255493,567.4155458
74.17970897,330.6149266,1801.434051,900.2959836
55.79389136,330.2853654,1763.01461,835.5067222
41.16653467,342.3544204,1794.105171,815.4953091
61.57702575,165.6526493,951.417298,518.7118372
43.43921033,243.6401065,1305.078953,629.153608
45.26465521,324.3548003,1712.303312,792.367183
59.87864569,267.8127403,1458.820993,727.1869208
123.0182903,178.4778509,1138.425835,726.1709505
36.91715289,258.2430179,1365.049395,631.5630736
46.07916451,420.5932726,2195.124692,983.1444528
76.14714675,461.8249101,2461.418844,1160.951776
54.24094971,407.4462705,2145.713252,985.3671922
50.6067688,293.9001472,1570.714274,746.8897258
89.47477305,364.1004928,1999.45201,1004.189869
22.96551215,240.8177211,1250.01963,562.2201815
34.15662038,246.993265,1303.279566,604.4183016
105.1812981,438.2575013,2401.650103,1195.191579
78.91556276,254.9629726,1432.645988,763.4091191
3.003429807,184.6959655,929.4866873,385.2753447
51.71103789,297.0518169,1588.68116,754.751637
76.41038339,237.7581889,1341.611711,710.8092285
103.5353847,311.1879393,1763.010466,939.7291678
78.79204231,208.3120338,1199.144254,662.7291893
60.85182156,404.5963387,2144.685337,997.3940158
35.30983209,358.9451526,1865.345427,832.5661404
63.68907097,397.257614,2113.666212,991.4601294
95.66977028,245.435165,1418.515366,783.1278436
55.07102772,316.6269386,1693.276748,803.5031171
6.824029027,309.7813778,1562.554947,654.4738147
49.11851534,317.3941194,1685.207628,792.7985658
47.37380535,230.3384742,1246.439982,599.1875225
44.4005187,383.7165381,2007.383728,905.4595695
44.95637599,260.6860999,1393.343251,664.4089468
57.80251752,90.1227491,566.2187805,353.0441742
23.1537948,316.1508014,1627.061597,704.0135316
54.02132965,283.0257886,1523.171602,732.9943188
100.2599375,311.6806224,1758.922987,927.91481
11.99783826,314.9790087,1598.89072,667.4013626
38.42214588,328.5528468,1719.608526,775.9010683
73.71025329,388.8291374,2091.566194,1008.637643
